STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F06,Information and Communication Technologies (ICTs) (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,73.86363983154297,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F05,"Natural sciences, mathematics and statistics",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,72.56410217285156,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F01,Education (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,71.08130645751953,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,77.40384674072266,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F07,"Engineering, manufacturing and construction",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,78.40135955810547,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F02,Arts and humanities,EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,66.45569610595703,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F10,Services (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,71.03658294677734,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F06,Information and Communication Technologies (ICTs) (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,92.118408203125,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F04,"Business, administration and law",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,85.46542358398438,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F02,Arts and humanities,EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,84.30313110351562,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F05,"Natural sciences, mathematics and statistics",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,83.81731414794922,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F09,Health and welfare (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,83.75350952148438,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F03,"Social sciences, journalism and information",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,81.2969970703125,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F07,"Engineering, manufacturing and construction",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,90.8187026977539,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F10,Services (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,86.4959945678711,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,87.08670806884766,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F01,Education (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2016,,82.84420013427734,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F03,"Social sciences, journalism and information",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,89.98455810546875,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F09,Health and welfare (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,94.05931091308594,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F02,Arts and humanities,EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,92.00943756103516,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F05,"Natural sciences, mathematics and statistics",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,88.89329528808594,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F07,"Engineering, manufacturing and construction",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,87.98184967041016,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F04,"Business, administration and law",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,91.40242767333984,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F10,Services (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,87.14884948730469,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,89.77860260009766,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F06,Information and Communication Technologies (ICTs) (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,95.22172546386719,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F01,Education (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,90.70408630371094,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F03,"Social sciences, journalism and information",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,84.61190032958984,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F09,Health and welfare (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,88.4295883178711,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F07,"Engineering, manufacturing and construction",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,84.69817352294922,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,90.43568420410156,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F01,Education (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,85.791259765625,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F04,"Business, administration and law",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,81.12804412841797,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F10,Services (broad field level),EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,81.4764404296875,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F05,"Natural sciences, mathematics and statistics",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,89.36932373046875,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F02,Arts and humanities,EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2019,,79.52457427978516,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,PER,Peru,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F02,Arts and humanities,EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2023,,80.73974609375,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD(1.0),"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",I,PER,Peru,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",EMPLOYMENT,Employment rate,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,NEAC_FIELD,LSO-NEAC cyclical data collection on field of study,A3,Triennial,2023,,83.92353820800781,,A,Normal value,,,0,Units,1,One
